Sentence,Two_Entity,Predict,Label,idx
suicide bombings and guerrilla attacks carried out by insurgents and foreign [unused2] based around [unused5] have escalated to alarm ##ing levels particularly during rama ##dan . [SEP] terrorists [SEP] baghdad,"[[[unused2]], [[unused5]]]",PART-WHOLE-lr,GEN-AFF-lr,62711

a crazy [unused4] [unused2] live in . [SEP] world [SEP] we,"[[[unused4]], [[unused2]]]",NONE,PHYS-rl,10520
"in [unused5] , the well known [unused2] [unused2] . [SEP] chicago [SEP] bill curtis","[[[unused5]], [[unused2], [unused2]]]",NONE,PHYS-rl,11797
"from the cnn [unused6] in atlanta , [unused2] ' m fred fred . [SEP] center [SEP] i","[[[unused6]], [[unused2]]]",NONE,PHYS-rl,26501

allied successes were marred by the collision of two royal navy helicopters over the [unused4] [unused4] in which all six british crew members and one [unused2] were killed . [SEP] persian gulf [SEP] american,"[[[unused4], [unused4]], [[unused2]]]",ART-rl,PHYS-rl,40809

but some [unused3] [unused3] [unused3] [unused3] boycott ##ed the meeting and thousands protested nearby . [SEP] shi ##ite muslim [SEP] groups,"[[[unused3], [unused3], [unused3]], [[unused3]]]",NONE,PART-WHOLE-rl,5815
"` ` er ##dog ##an will be willing to engage in a br ##uising confrontation in a way that gu ##l was not willing to , ' ' said bu ##lent ali ##riz ##a , an analyst at the [unused5] - based [unused3] [unused3] [unused3] [unused3] [unused3] [unused3] . [SEP] washington [SEP] center for strategic and international studies","[[[unused5]], [[unused3], [unused3], [unused3], [unused3], [unused3], [unused3]]]",NONE,PART-WHOLE-rl,13552
"cash - strapped vi ##ven ##di wants to sell universal studios , [unused3] universal theme parks and television production [unused3] . [SEP] its [SEP] company","[[[unused3]], [[unused3]]]",NONE,PART-WHOLE-rl,17133
"cash - strapped vi ##ven ##di wants to sell universal studios , [unused3] universal theme [unused6] and television production company . [SEP] its [SEP] parks","[[[unused3]], [[unused6]]]",NONE,PART-WHOLE-rl,17135
dil ##ler will continue to play a critical role in the future of [unused3] [unused3] [unused3] ' s entertainment [unused3] . [SEP] vi ##ven ##di [SEP] arm,"[[[unused3], [unused3], [unused3]], [[unused3]]]",NONE,PART-WHOLE-rl,17240
"gary tu ##chman in an air base near the [unused5] [unused4] , thanks very much , gary tu ##chman . [SEP] iraq [SEP] border","[[[unused5]], [[unused4]]]",NONE,PART-WHOLE-rl,19236
"it ' s my sense that in [unused5] , the cd ##b ##g program is used extensively in rural [unused4] and , on the whole , has done some good . [SEP] virginia [SEP] areas","[[[unused5]], [[unused4]]]",NONE,PART-WHOLE-rl,19519
"sc ##hre ##nko stole 20 times what martha stewart did , and i bet she wo n ' t see the wrong side of a [unused6] [unused6] door , and that ' s sad . [SEP] jail [SEP] cell","[[[unused6]], [[unused6]]]",NONE,PART-WHOLE-rl,26237
"even as the secretary of homeland security was putting his people on high alert last month , a 30 - foot cuban patrol boat with four heavily armed men landed on [unused5] [unused4] , utterly und ##ete ##cted by the coast guard secretary ridge now leads . [SEP] american [SEP] shores","[[[unused5]], [[unused4]]]",NONE,PART-WHOLE-rl,29039
u . s . troops thwarted a [unused5] [unused6] robbery over the protests of iraqi ##s eager to share in the lo ##ot . [SEP] baghdad [SEP] bank,"[[[unused5]], [[unused6]]]",NONE,PART-WHOLE-rl,30743
"some of the participants at the meeting said it appeared the looting was organized , and some of those involved had keys to [unused6] [unused6] and were able to remove items from safe ##s . [SEP] museum [SEP] vaults","[[[unused6]], [[unused6]]]",NONE,PART-WHOLE-rl,31303
"north korea accuse ##s the united states of planning to attack the communist country , which bush has branded [unused5] of an ` ` axis of evil ' ' along with iran and [unused5] . [SEP] part [SEP] iraq","[[[unused5]], [[unused5]]]",NONE,PART-WHOLE-rl,33582
"according to other reports reaching here , five syrian bus passengers were killed and 10 others were injured on sunday morning when a us missile hit the bus they were traveling in near the [unused5] [unused4] . [SEP] iraqi [SEP] border","[[[unused5]], [[unused4]]]",NONE,PART-WHOLE-rl,49420
"a few moments ago , out on the horizon , not very far ahead of the [unused3] [unused3] [unused3] [unused3] [unused3] ' s 3rd squadron , [unused3] [unused3] , we heard more than a few explosions . [SEP] u . s . army [SEP] 7th cavalry","[[[unused3], [unused3], [unused3], [unused3], [unused3]], [[unused3], [unused3]]]",NONE,PART-WHOLE-rl,52322

"by the time of his death , he was down to his last $ 1 billion , according to [unused5] - [unused3] estimates . ara ##fat wife su ##ha ' s outburst that his successors were "" trying to bury [ him ] alive "" came after she learned that ara ##fat had signed over at least $ 800 million to the government of the palestinian authority two years ago , time reports . [SEP] israeli [SEP] intelligence","[[[unused5]], [[unused3]]]",PART-WHOLE-lr,PART-WHOLE-rl,52860

"defense officials say jordan provided key help in the iraq war , acting as a staging area for [unused5] [unused5] [unused5] . special [unused3] raids into western iraq to prevent missiles from being fired at jordan or israel . [SEP] u . s [SEP] operations","[[[unused5], [unused5], [unused5]], [[unused3]]]",ART-lr,PART-WHOLE-rl,46596

"finally there is this written by a student of mrs . hassan she was my english teacher in the memory of my teacher and a fellow aid worker colleague mrs . m . hassan mrs . hassan was my english teacher in the british council in [unused5] in [unused5] [unused5] [unused5] [unused5] [unused5] [unused5] , i remember her years ago with her irish accent telling me it ' s not important how many words i must learn but the pronunciation of the words i already knew must be perfect ##ed . [SEP] baghdad [SEP] al - wa ##zi ##rya district","[[[unused5]], [[unused5], [unused5], [unused5], [unused5], [unused5], [unused5]]]",GEN-AFF-lr,PART-WHOLE-rl,44930

"it ' s designed to counter the kind of thing that i found in the new york newspaper this morning where a brooklyn woman who sc ##ald ##ed [unused2] [unused2] [unused2] [unused2] [unused2] [unused2] to death in a bath ##tub , walked out of court a free woman yesterday sentenced to five years probation . [SEP] her [SEP] 4 - year - old","[[[unused2]], [[unused2], [unused2], [unused2], [unused2], [unused2]]]",NONE,PER-SOC-rl,10570
"one of [unused2] [unused2] [unused2] tells the current issue of "" time , "" magazine , quote , "" even if it ' s $ 500 billion , so what ? "" [SEP] his [SEP] aide ##s","[[[unused2]], [[unused2], [unused2]]]",NONE,PER-SOC-rl,29317

the colonel ins ##truct ##s [unused2] [unused2] to stay calm . [SEP] his [SEP] men,"[[[unused2]], [[unused2]]]",PER-SOC-lr,PER-SOC-rl,13909
chi ##lco ##te he orders [unused2] [unused2] back to their compound to await cooler heads . [SEP] his [SEP] men,"[[[unused2]], [[unused2]]]",PER-SOC-lr,PER-SOC-rl,13937
"young ' s mother says , when she sees [unused2] [unused2] , she plans on hugging him for a good solid half hour . [SEP] her [SEP] son","[[[unused2]], [[unused2]]]",PER-SOC-lr,PER-SOC-rl,20775
[unused2] [unused2] said they do n ' t know yet what caused their daughter ' s injuries . [SEP] her [SEP] parents,"[[[unused2]], [[unused2]]]",PER-SOC-lr,PER-SOC-rl,28701
i visited all [unused2] [unused2] . [SEP] their [SEP] families,"[[[unused2]], [[unused2]]]",PER-SOC-lr,PER-SOC-rl,40316
"if there ' s any good news in this story , it ' s that victoria jo will live on and carry [unused2] [unused2] ' s memory . [SEP] her [SEP] mother","[[[unused2]], [[unused2]]]",PER-SOC-lr,PER-SOC-rl,41878
but i think this helps me stay closer to [unused2] [unused2] . [SEP] my [SEP] brother,"[[[unused2]], [[unused2]]]",PER-SOC-lr,PER-SOC-rl,56463

"chi ##lco ##te [unused2] [unused2] take a knee , their weapons brought down from the ready position . [SEP] his [SEP] soldiers","[[[unused2]], [[unused2]]]",ART-lr,PER-SOC-rl,13921

"roth but now , it ' s the [unused5] [unused2] ' s time to leave , the united states . [SEP] iraqi [SEP] ambassador","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,55
"the admission , according to us sources , came during three - day talks in beijing which concluded friday , the first meeting between us and [unused5] [unused5] [unused2] since the nuclear crisis erupted six months ago . [SEP] north korean [SEP] officials","[[[unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,1377
"the takeover , which is subject to approval by 75 . 01 percent of [unused3] [unused3] [unused2] , is expected to be completed in july . [SEP] zaragoza ##no [SEP] shareholders","[[[unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,3371
"now , can someone get the [unused3] [unused2] [unused2] [unused2] some of those usc sweater ##s ? [SEP] auburn [SEP] cheer ##leader ##s","[[[unused3]], [[unused2], [unused2], [unused2]]]",NONE,ORG-AFF-rl,3632
"in a cnn exclusive , [unused3] ' s [unused2] [unused2] [unused2] offers us a ride - along over the city of baghdad with some airborne bodyguards . [SEP] cnn [SEP] ky ##ra phillips","[[[unused3]], [[unused2], [unused2], [unused2]]]",NONE,ORG-AFF-rl,4081
""" they had quite a list of things , "" [unused3] [unused3] [unused2] richard bo ##ucher told reporters . [SEP] state department [SEP] spokesman","[[[unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,4607
and the way seems to be open for [unused5] [unused2] to close in on the city ' s southern limits . [SEP] coalition [SEP] forces,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,5274
_ _ _ = [unused3] [unused3] [unused2] patrick mcdowell in kuwait city contributed to this report . [SEP] associated press [SEP] writer,"[[[unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,6594
"and to the south , [unused5] [unused2] continue their attack on targets around bas ##ra . [SEP] british [SEP] forces","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,7650
[unused5] [unused5] [unused5] . [unused2] believe the republican guard is a doomed force . [SEP] u . s [SEP] commanders,"[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,7695
"israeli [unused5] [unused2] av ##i paz ##ner called the latest deadly blast a "" very grave attack "" and said the jewish state would take "" vigorous action against the terrorist organisations "" . [SEP] government [SEP] spokesman","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,8746
"walter rodgers , cnn , with the [unused5] [unused5] [unused5] . [unused2] [unused2] in the iraqi desert . [SEP] u . s [SEP] 7th cavalry","[[[unused5], [unused5], [unused5]], [[unused2], [unused2]]]",NONE,ORG-AFF-rl,9766
u . s . officials believe za ##r ##qa ##wi planned the assassination of [unused5] [unused5] [unused5] . [unused2] lawrence foley in jordan last october . [SEP] u . s [SEP] diplomat,"[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,9985
[unused5] [unused2] also said saddam hussein ' s former oil minister has surrendered . [SEP] coalition [SEP] forces,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,9992
the former governor of bas ##ra province also surrendered to [unused5] [unused2] today . [SEP] coalition [SEP] forces,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,10034
"in baghdad , almost all the police stations have been destroyed or looted since [unused5] [unused2] took control of the capital on april 9 . [SEP] us [SEP] troops","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,11060
he was a se ##gration ##ist who once closed a [unused3] [unused2] owned rather han serve african - americans . [SEP] restaurant [SEP] he,"[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,12797
( on camera ) : there is no more striking example of the sen ##sit ##iv ##ities that the [unused5] [unused5] [unused5] . [unused2] face here than what is taking place on the streets right up from the ah ali mosque right now . [SEP] u . s [SEP] soldiers,"[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,13893
"the united states is already stepping up pressure on iran and syria , [unused3] ' s main [unused5] . [SEP] hezbollah [SEP] sponsors","[[[unused3]], [[unused5]]]",NONE,ORG-AFF-rl,14671
"earlier this week , security police detained the [unused3] ' s managing [unused2] , nh ##ial bo ##l , for 24 hours . [SEP] monitor [SEP] editor","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,15315
"while at [unused3] , [unused2] was instrumental in creating such shows as ` ` married with children ' ' and ` ` the simpsons . ' ' [SEP] fox [SEP] he","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,17316
"while two [unused3] [unused2] have apparently been smashed , there are three others in the baghdad area . [SEP] guard [SEP] divisions","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,22417
"i ' m joined by j . kelly mccann , [unused3] security [unused2] , a man who ' s spent a lot of time learning about urban combat . [SEP] our [SEP] analyst","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,22596
"mark back ##er 2005 - 01 - 05 ##t ##16 : 32 : 00 much like the "" i told you so ' s "" everyone is throwing at the u ##ga basketball program after [unused3] hiring and subsequent firing of the [unused2] [unused2] [unused2] , folks around the buck ##eye state have to be having similar thoughts . [SEP] their [SEP] ha ##rrick ##s","[[[unused3]], [[unused2], [unused2], [unused2]]]",NONE,ORG-AFF-rl,23148
beg ##ala [unused5] [unused2] believes it will set off a positive domino effect of democracy through the region . [SEP] our [SEP] president,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,23373
the group said several hundred of [unused3] [unused2] were flown to an area near the city of nas ##iri ##yah . [SEP] its [SEP] members,"[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,24112
"8 : 10 a . m . , abu dhabi tv broadcasts video ##ta ##pe which it says shows saddam hussein in a baghdad neighborhood last wednesday , april 9th , the day the city fell to [unused5] [unused2] . [SEP] coalition [SEP] troops","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,24543
[unused5] [unused5] [unused2] ari fl ##eis ##cher blamed saddam hussein ' s regime for slowing the flow of us $ 105 million in u . s . aid by placing mines in the port of umm q ##as ##r . [SEP] white house [SEP] spokesman,"[[[unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,24783
"[unused3] [unused3] [unused2] carried out an overnight sweep around the port , searching for iraqi hold ##outs . [SEP] royal marine [SEP] commandos","[[[unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,24835
"we also know that 12 miles southwest of the city , [unused5] [unused2] remain largely in control of what was formerly saddam hussein international airport , now renamed by the coalition baghdad international airport . [SEP] coalition [SEP] forces","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,27598
"as for that $ 90 million shoe contract with [unused3] , it may be a good deal for [unused2] . [SEP] nike [SEP] james","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,28343
[unused5] [unused5] [unused5] . [unused2] thwarted a baghdad bank robbery over the protests of iraqi ##s eager to share in the lo ##ot . [SEP] u . s [SEP] troops,"[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,30739
"a [unused5] [unused5] [unused5] . intelligence [unused2] , speaking on condition of an ##ony ##mity , said bar ##zan ibrahim had been a presidential adviser to saddam ' s regime since 1998 , but had a shaky relationship with his half brother and was not part of the regime ' s inner circle . [SEP] u . s [SEP] official","[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,30912
search the news archives and see if in the past year the company did anything that might have totally pissed off [unused3] [unused2] . [SEP] their [SEP] employees,"[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,31898
lynch was rescued in a daring raid by [unused5] [unused5] [unused5] . [unused2] on the saddam hospital in nas ##iri ##ya . [SEP] u . s [SEP] forces,"[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,32557
this nights ##cope video shows troops carrying the 19 - year - old [unused3] [unused2] to a black ##hawk helicopter . [SEP] army [SEP] private,"[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,32573
[unused3] [unused2] [unused2] takes a look inside the pages . [SEP] our [SEP] jonathan karl,"[[[unused3]], [[unused2], [unused2]]]",NONE,ORG-AFF-rl,32903
"the message was spread to [unused3] [unused3] [unused2] in africa , the middle east and asia . [SEP] al qaeda [SEP] members","[[[unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,33180
"the aircraft ' s ce ##nsor ##s detected the unknown type of laser while it was flying near the heavily fortified frontier that divides the two korea ##s , the u . s . [unused3] [unused2] said on condition of an ##ony ##mity . [SEP] military [SEP] official","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,33340
cnn _ eng _ 2003 ##0 ##41 ##8 _ 1638 ##34 . 14 news story 2003 - 04 - 18 17 : 00 : 48 iraqi [unused3] [unused2] are starting to assess the damage to iraq ' s history . [SEP] museum [SEP] workers,"[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,35228
now officials in the worldwide [unused3] [unused2] have pledged their help in restoring iraq ' s past . [SEP] museum [SEP] community,"[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,35235
"in the meantime further north in california , san francisco is the setting today for a rally aimed at boost ##ing the moral of the [unused5] [unused2] in the persian gulf region . [SEP] american [SEP] troops","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,36957
"[unused3] has [unused2] of the sting ##iest defenses in the country , and were ranked number one in overall defense as recently as last week . [SEP] alabama [SEP] one","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,37625
"the message from the israeli government is that its soldiers are not targeting journalists , but that journalists who travel to places where there could be live fire exchange between [unused5] [unused2] and palestinian gunmen have a responsibility to take greater precautions . [SEP] israeli [SEP] forces","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,38095
"[unused3] [unused3] had grown to include over 9 , 000 mba students and [unused2] . [SEP] net impact [SEP] alumni","[[[unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,39858
"well , [unused5] [unused2] told us that information proves that the dictator had chemical weapons , which is true . [SEP] our [SEP] president","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,40225
but should n ' t [unused5] [unused2] have told us what the cia told him . [SEP] our [SEP] president,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,40281
thousands of bel ##ea ##gue ##red [unused5] [unused2] in the south surrendered in the face of the major push . [SEP] iraqi [SEP] soldiers,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,40646
"as [unused5] [unused2] advanced , an entire iraqi army division gave itself up , u . s . military officials said . [SEP] coalition [SEP] troops","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,40724
"[unused5] [unused5] [unused5] . intelligence [unused2] said the iraqi command and control system was in di ##sar ##ray , and u . s . defense secretary donald rum ##sf ##eld said , ` ` the regime is starting to lose control of their country . ' ' [SEP] u . s [SEP] officials","[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,41505
their biggest problem : there ' s usually a 200 - to - 1 ratio of nearly starving peasant laborers to absurd ##ly well - off [unused5] [unused2] . [SEP] government [SEP] employees,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,42139
"six european [unused5] have agreed to contribute [unused2] to the british and polish sectors to create an international stability force , the official said . [SEP] countries [SEP] troops","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,46015
"the six [unused5] contributing [unused2] are italy , spain , ukraine , denmark , the netherlands and bulgaria , the official said . [SEP] nations [SEP] troops","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,46212
"and , particularly , i have in mind the iraqi national congress that mr . cha ##lab ##i , who was assisted by [unused5] [unused5] [unused5] . [unused2] in getting back into iraq ? [SEP] u . s [SEP] forces","[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,46954
"[unused3] justice [unused2] ke ##lli arena has details , she ' s joining us live , ke ##lli ? [SEP] our [SEP] correspondent","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,49633
"[unused3] [unused3] [unused3] [unused3] , the world ' s second - largest media group after ao ##l time warner of the united states , has been digging out from under a mountain of debt since the removal of expansion ##ist boss [unused2] [unused2] [unused2] [unused2] [unused2] last july , largely through asset sales . [SEP] vi ##ven ##di universal [SEP] jean - marie mess ##ier","[[[unused3], [unused3], [unused3], [unused3]], [[unused2], [unused2], [unused2], [unused2], [unused2]]]",NONE,ORG-AFF-rl,50042
"for the second straight day , iraqi television meanwhile has broadcast a statement from the [unused5] [unused2] saddam hussein . [SEP] iraqi [SEP] president","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,50324
"i think it ' s really a question of degree , i mean , i think that ceo ##s should make millions of dollars running [unused3] , there are tens of thousand [unused2] , billions of dollars of revenue . [SEP] companies [SEP] employees","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,50656
a report from [unused3] ' s [unused2] [unused2] when we return . [SEP] cnn [SEP] kelly wallace,"[[[unused3]], [[unused2], [unused2]]]",NONE,ORG-AFF-rl,52531
""" ara ##fat ' s death means his followers may never know just how much more they may be owed , "" writes [unused3] ' s [unused2] [unused2] in "" where ' s ara ##fat ' s money ? "" [SEP] time [SEP] matt rees","[[[unused3]], [[unused2], [unused2]]]",NONE,ORG-AFF-rl,52837
"ap ##w _ eng _ 2003 ##0 ##42 ##4 . 05 ##32 news story 2003 ##0 ##42 ##4 north korea tough talk provides backdrop for second day of nuclear talks with united states , china beijing ( ap ) talks between north korea , the united states and china ended thursday with [unused3] [unused3] [unused3] [unused3] [unused3] [unused3] [unused2] saying it was uncertain whether discussions on p ##yon ##gy ##ang ' s nuclear program would continue . [SEP] u . s . state department [SEP] officials","[[[unused3], [unused3], [unused3], [unused3], [unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,53510
the [unused5] ' s [unused2] fear they could be the next target for u . s . military action . [SEP] north [SEP] leaders,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,53742
the informant offered to help [unused3] [unused3] [unused3] . [unused2] in raiding the government stock ##pile ##s to be used in the genocide campaign . [SEP] u . n [SEP] forces,"[[[unused3], [unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,54279
"cheeks , a former [unused3] [unused3] [unused2] , is believed to be philadelphia ' s top choice to replace larry brown , who resigned last week as coach and was introduced monday as the coach of the detroit pistons . [SEP] six ##ers [SEP] star","[[[unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,55551
coalition airs ##tri ##kes have been hitting iraqi [unused3] [unused2] and other strategic targets in the north . [SEP] military [SEP] forces,"[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,56554
"giving cover for the deployment , u . s . warp ##lane ##s struck [unused5] ground [unused2] and bunker ##s in northern iraq . [SEP] iraqi [SEP] troops","[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,56620
but that ' s far from enough for [unused5] ' s [unused2] . [SEP] indonesia [SEP] generals,"[[[unused5]], [[unused2]]]",NONE,ORG-AFF-rl,58607
so we have with us [unused3] [unused3] fashion [unused2] elizabeth olsen . [SEP] vanity fair [SEP] director,"[[[unused3], [unused3]], [[unused2]]]",NONE,ORG-AFF-rl,63463
"[unused3] ' re coming close to smith ##field food ' s very successful ' sq ##ue ##al to meal ' policy ; if these rumors are true , the result for [unused2] will be a pretty positive one . [SEP] they [SEP] shareholders","[[[unused3]], [[unused2]]]",NONE,ORG-AFF-rl,64837
"the comments indicate that russia ' s nu ##ance ##d position over the war in iraq was becoming ever more scrambled , with putin pushing to protect his bud ##ding friendship with us president george w . bush in the face of stride ##nt opposition from the russian media and other top [unused5] [unused5] [unused5] [unused2] . [SEP] k ##rem ##lin [SEP] officials","[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,ORG-AFF-rl,64979

"` ` if [unused5] [unused5] [unused5] . [unused2] seriously de ##grade iraq ' s half - dozen republican guard divisions before that final battle , and only have to face perhaps 30 , 000 special republican guard , fed ##ay ##een , and related personnel , the task will not be as hard as it might have been , ' ' he said . [SEP] u . s [SEP] forces","[[[unused5], [unused5], [unused5]], [[unused2]]]",PER-SOC-lr,ORG-AFF-rl,22384
"the arrival pre ##sa ##ged a major res ##up ##ply effort by air for [unused5] [unused5] [unused5] . [unused2] , dependent until now on a ten ##uous line stretching 550 kilometers ( 350 miles ) to kuwait . [SEP] u . s [SEP] troops","[[[unused5], [unused5], [unused5]], [[unused2]]]",PER-SOC-lr,ORG-AFF-rl,23732
"also to the south , [unused5] [unused5] [unused5] . [unused2] took control sunday of the center of the holy city of ka ##rba ##la , the army times newspaper reported from the scene . [SEP] u . s [SEP] forces","[[[unused5], [unused5], [unused5]], [[unused2]]]",PER-SOC-lr,ORG-AFF-rl,23950
"the newspaper ba ##bil , a popular [unused3] owned by saddam ' s son [unused2] [unused2] , also said saturday that the reports of b ##li ##x and el ##bara ##de ##i were enough to suspend the sanctions , which are to be removed when the united nations ve ##ri ##fies that iraq has no weapons of mass destruction or the means to make them . [SEP] daily [SEP] o ##dai","[[[unused3]], [[unused2], [unused2]]]",PER-SOC-lr,ORG-AFF-rl,25815

"two israeli helicopter air strikes against palestinian targets , [unused3] [unused2] in gaza . [SEP] hamas [SEP] targets","[[[unused3]], [[unused2]]]",ART-lr,ORG-AFF-rl,37236
four [unused5] [unused5] [unused5] . [unused2] from the 3rd infantry division manning a checkpoint near the town of na ##ja ##f killed today in an apparent suicide bombing . [SEP] u . s [SEP] soldiers,"[[[unused5], [unused5], [unused5]], [[unused2]]]",ART-lr,ORG-AFF-rl,59186

the group is also claiming that [unused3] [unused3] [unused2] are already inside iraq to carry out attacks against u . s . and british forces . [SEP] islamic jihad [SEP] militants,"[[[unused3], [unused3]], [[unused2]]]",PART-WHOLE-rl,ORG-AFF-rl,21373
"to the far north , [unused5] [unused5] [unused5] . special [unused2] and kurdish militia ##men captured the town of bard ##ara ##sh and a nearby bridge , one of few routes into the city of mo ##sul near government - held oil fields . [SEP] u . s [SEP] forces","[[[unused5], [unused5], [unused5]], [[unused2]]]",PART-WHOLE-rl,ORG-AFF-rl,30225
"it ' s possible , now that [unused5] [unused5] [unused2] have proposed a law that mimic ##s the infamous dc gun ban . [SEP] san francisco [SEP] officials","[[[unused5], [unused5]], [[unused2]]]",PART-WHOLE-rl,ORG-AFF-rl,52301

"mil ##am grenades , mortar ##s , all sorts of ammunition abandoned by [unused5] [unused2] but there for the taking . [SEP] iraqi [SEP] soldiers","[[[unused5]], [[unused2]]]",ART-rl,ORG-AFF-rl,19424
"mil ##am grenades , mortar ##s , all sorts of ammunition abandoned by [unused5] [unused2] but there for the taking . [SEP] iraqi [SEP] soldiers","[[[unused5]], [[unused2]]]",ART-rl,ORG-AFF-rl,38655

"on the diplomatic front , a top [unused5] [unused2] said monday that the un security council would likely vote this week on a us - british draft resolution to lift economic sanctions placed on iraq in 1990 after its invasion of kuwait and to place its oil riches under coalition control for at least a year . [SEP] russian [SEP] official","[[[unused5]], [[unused2]]]",GEN-AFF-rl,ORG-AFF-rl,11306
two [unused5] [unused5] [unused5] . [unused2] died in the fighting _ and a med ##ic who tried to save one of them sorrow ##fully buried his res ##us ##cit ##ation equipment on the spot . [SEP] u . s [SEP] marines,"[[[unused5], [unused5], [unused5]], [[unused2]]]",GEN-AFF-rl,ORG-AFF-rl,30495
"by early next week , [unused5] [unused5] [unused5] . ground [unused2] led by the army ' s 3rd infantry division are likely to be at the outskirts of baghdad , where they could face greater danger from the republican guard , some commanders said . [SEP] u . s [SEP] forces","[[[unused5], [unused5], [unused5]], [[unused2]]]",GEN-AFF-rl,ORG-AFF-rl,41074
the stability forces will focus on providing security and humanitarian relief while other [unused5] [unused5] [unused5] . [unused2] focus on root ##ing out left ##over members of saddam hussein ' s government and other armed elements in iraq . [SEP] u . s [SEP] troops,"[[[unused5], [unused5], [unused5]], [[unused2]]]",GEN-AFF-rl,ORG-AFF-rl,46355
"although the [unused3] [unused2] have repeatedly assured that every effort would be made to minimize civilian casualties in the current iraq war , at least 130 iraqi civilians have been reportedly killed since the war started five days ago . [SEP] coalition [SEP] leaders","[[[unused3]], [[unused2]]]",GEN-AFF-rl,ORG-AFF-rl,49406
"french authorities are investigating transfers of $ 15 million from swiss banks to paris accounts in su ##ha ' s name at the arab bank and at bn ##p par ##iba ##s bank , a french bank , time reports . senior [unused5] security [unused2] tell time that ara ##fat also shipped money to the gunmen of the a ##q ##sa martyrs brigades . [SEP] palestinian [SEP] officials","[[[unused5]], [[unused2]]]",GEN-AFF-rl,ORG-AFF-rl,53088

